Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
959,5,2014-09-05,7373,759,1,1,0,0
960,5,2014-09-05,6784,547,1,1,0,1
961,5,2014-09-05,7007,761,1,1,0,0
962,5,2014-09-05,7328,1027,1,1,0,0
963,5,2014-09-05,9774,989,1,1,0,0
964,5,2014-09-05,10466,1480,1,1,0,1
965,5,2014-09-05,8342,903,1,1,0,1
966,5,2014-09-05,5031,673,1,1,0,0
967,5,2014-09-05,7980,892,1,1,0,0
968,5,2014-09-05,7828,949,1,1,0,0
969,5,2014-09-05,3579,596,1,1,0,1
970,5,2014-09-05,3057,398,1,1,0,1
971,5,2014-09-05,7872,855,1,1,0,0
972,5,2014-09-05,4130,463,1,1,0,0
973,5,2014-09-05,8313,1020,1,1,0,0
975,5,2014-09-05,7654,762,1,1,0,0
976,5,2014-09-05,8244,849,1,1,0,0
978,5,2014-09-05,7770,1043,1,1,0,0
979,5,2014-09-05,6990,671,1,1,0,0
980,5,2014-09-05,7407,619,1,1,0,0
981,5,2014-09-05,9013,917,1,1,0,0
982,5,2014-09-05,8727,761,1,1,0,0
983,5,2014-09-05,8703,1134,1,1,0,0
984,5,2014-09-05,6286,774,1,1,0,0
985,5,2014-09-05,7230,661,1,1,0,1
986,5,2014-09-05,6625,812,1,1,0,0
987,5,2014-09-05,7272,897,1,1,0,0
988,5,2014-09-05,4077,636,1,1,0,0
990,5,2014-09-05,7062,651,1,1,0,0
991,5,2014-09-05,5464,552,1,1,0,0
992,5,2014-09-05,6136,764,1,1,0,0
993,5,2014-09-05,7665,779,1,1,0,0
994,5,2014-09-05,4819,503,1,1,0,0
995,5,2014-09-05,10191,849,1,1,0,0
996,5,2014-09-05,6333,674,1,1,0,0
997,5,2014-09-05,5522,421,1,1,0,1
998,5,2014-09-05,4211,542,1,1,0,1
999,5,2014-09-05,9850,756,1,1,0,0
1001,5,2014-09-05,4989,594,1,1,0,0
1002,5,2014-09-05,6434,747,1,1,0,0
1003,5,2014-09-05,7964,871,1,1,0,0
1005,5,2014-09-05,6394,947,1,1,0,0
1006,5,2014-09-05,6061,868,1,1,0,0
1007,5,2014-09-05,7722,897,1,1,0,0
1008,5,2014-09-05,5899,738,1,1,0,0
1010,5,2014-09-05,9827,871,1,1,0,0
1011,5,2014-09-05,8702,995,1,1,0,0
1013,5,2014-09-05,4850,507,1,1,0,0
1014,5,2014-09-05,14367,1756,1,1,0,0
1015,5,2014-09-05,7893,617,1,1,0,1
1016,5,2014-09-05,6238,512,1,1,0,0
1017,5,2014-09-05,6471,927,1,1,0,0
1018,5,2014-09-05,10432,1267,1,1,0,0
1020,5,2014-09-05,8660,1048,1,1,0,1
1021,5,2014-09-05,8840,1156,1,1,0,0
1022,5,2014-09-05,7438,865,1,1,0,0
1023,5,2014-09-05,5428,555,1,1,0,0
1024,5,2014-09-05,6436,807,1,1,0,0
1025,5,2014-09-05,7129,812,1,1,0,1
1026,5,2014-09-05,12166,1407,1,1,0,0
1028,5,2014-09-05,5606,661,1,1,0,0
1029,5,2014-09-05,5753,821,1,1,0,0
1030,5,2014-09-05,4069,383,1,1,0,0
1031,5,2014-09-05,4581,396,1,1,0,0
1032,5,2014-09-05,10941,1143,1,1,0,0
1033,5,2014-09-05,14920,1407,1,1,0,0
1034,5,2014-09-05,6943,802,1,1,0,0
1035,5,2014-09-05,5213,663,1,1,0,0
1036,5,2014-09-05,6200,566,1,1,0,0
1037,5,2014-09-05,6392,806,1,1,0,0
1039,5,2014-09-05,8881,1056,1,1,0,0
1040,5,2014-09-05,9501,905,1,1,0,0
1042,5,2014-09-05,5185,637,1,1,0,0
1043,5,2014-09-05,8426,1179,1,1,0,0
1044,5,2014-09-05,6604,887,1,1,0,1
1045,5,2014-09-05,8803,1096,1,1,0,0
1046,5,2014-09-05,9789,766,1,1,0,0
1047,5,2014-09-05,5645,585,1,1,0,0
1048,5,2014-09-05,7219,565,1,1,0,0
1050,5,2014-09-05,8788,595,1,1,0,1
1051,5,2014-09-05,7124,929,1,1,0,1
1052,5,2014-09-05,7871,835,1,1,0,0
1053,5,2014-09-05,8935,976,1,1,0,1
1054,5,2014-09-05,6931,675,1,1,0,0
1055,5,2014-09-05,7673,1016,1,1,0,0
1057,5,2014-09-05,7133,716,1,1,0,0
1058,5,2014-09-05,9736,834,1,1,0,0
1059,5,2014-09-05,8674,1180,1,1,0,0
1060,5,2014-09-05,7964,903,1,1,0,0
1061,5,2014-09-05,8059,598,1,1,0,1
1062,5,2014-09-05,5835,554,1,1,0,1
1063,5,2014-09-05,4763,559,1,1,0,0
1064,5,2014-09-05,10342,1157,1,1,0,0
1066,5,2014-09-05,11982,1169,1,1,0,0
1068,5,2014-09-05,4107,305,1,1,0,1
1069,5,2014-09-05,5853,766,1,1,0,0
1070,5,2014-09-05,6899,803,1,1,0,1
1071,5,2014-09-05,6467,764,1,1,0,0
1072,5,2014-09-05,8176,705,1,1,0,0
1073,5,2014-09-05,7128,941,1,1,0,0
1074,5,2014-09-05,5149,575,1,1,0,0
1075,5,2014-09-05,11564,1104,1,1,0,0
1076,5,2014-09-05,3999,558,1,1,0,0
1077,5,2014-09-05,5453,570,1,1,0,0
1078,5,2014-09-05,7503,549,1,1,0,1
1079,5,2014-09-05,8976,720,1,1,0,1
1081,5,2014-09-05,6964,1123,1,1,0,0
1082,5,2014-09-05,6430,913,1,1,0,0
1083,5,2014-09-05,5695,373,1,1,0,1
1084,5,2014-09-05,5926,780,1,1,0,1
1085,5,2014-09-05,8710,853,1,1,0,0
1086,5,2014-09-05,6669,788,1,1,0,1
1087,5,2014-09-05,6524,589,1,1,0,1
1088,5,2014-09-05,6003,551,1,1,0,0
1089,5,2014-09-05,11242,1148,1,1,0,0
1090,5,2014-09-05,6619,776,1,1,0,0
1091,5,2014-09-05,9205,791,1,1,0,0
1093,5,2014-09-05,8383,893,1,1,0,0
1095,5,2014-09-05,4598,683,1,1,0,0
1096,5,2014-09-05,6934,775,1,1,0,0
1097,5,2014-09-05,8624,2293,1,1,0,1
1098,5,2014-09-05,5533,757,1,1,0,0
1099,5,2014-09-05,7952,1139,1,1,0,0
1100,5,2014-09-05,5860,736,1,1,0,0
1101,5,2014-09-05,10512,1080,1,1,0,0
1103,5,2014-09-05,5648,394,1,1,0,1
1105,5,2014-09-05,5331,558,1,1,0,0
1106,5,2014-09-05,6097,607,1,1,0,0
1108,5,2014-09-05,6791,683,1,1,0,0
1110,5,2014-09-05,5024,573,1,1,0,0
1111,5,2014-09-05,5396,414,1,1,0,0
1112,5,2014-09-05,9059,809,1,1,0,0
1113,5,2014-09-05,7170,744,1,1,0,0
1114,5,2014-09-05,21253,3527,1,1,0,0
1115,5,2014-09-05,8138,522,1,1,0,1
1,4,2014-09-04,4346,507,1,1,0,1
2,4,2014-09-04,5401,635,1,1,0,0
3,4,2014-09-04,7659,796,1,1,0,0
4,4,2014-09-04,10522,1402,1,1,0,0
5,4,2014-09-04,5380,587,1,1,0,0
6,4,2014-09-04,5592,635,1,1,0,0
7,4,2014-09-04,9839,1054,1,1,0,0
8,4,2014-09-04,6689,822,1,1,0,0
9,4,2014-09-04,6734,601,1,1,0,0
10,4,2014-09-04,5840,565,1,1,0,1
11,4,2014-09-04,8490,1250,1,1,0,0
12,4,2014-09-04,8373,984,1,1,0,0
14,4,2014-09-04,6020,651,1,1,0,0
15,4,2014-09-04,6598,656,1,1,0,0
16,4,2014-09-04,7551,806,1,1,0,1
17,4,2014-09-04,6997,866,1,1,0,0
18,4,2014-09-04,6615,759,1,1,0,0
19,4,2014-09-04,8051,725,1,1,0,0
21,4,2014-09-04,5278,496,1,1,0,1
23,4,2014-09-04,5568,518,1,1,0,1
24,4,2014-09-04,9049,822,1,1,0,0
25,4,2014-09-04,11130,1589,1,1,0,0
26,4,2014-09-04,7731,642,1,1,0,0
27,4,2014-09-04,9419,1086,1,1,0,0
28,4,2014-09-04,0,0,1,1,0,0
29,4,2014-09-04,8009,657,1,1,0,0
30,4,2014-09-04,5838,817,1,1,0,0
31,4,2014-09-04,6631,613,1,1,0,0
33,4,2014-09-04,7866,779,1,1,0,0
34,4,2014-09-04,7412,944,1,1,0,0
35,4,2014-09-04,10999,758,1,1,0,0
37,4,2014-09-04,7653,798,1,1,0,0
38,4,2014-09-04,5715,472,1,1,0,0
39,4,2014-09-04,5101,647,1,1,0,0
40,4,2014-09-04,4731,670,1,1,0,0
42,4,2014-09-04,10447,1189,1,1,0,0
43,4,2014-09-04,8046,707,1,1,0,0
44,4,2014-09-04,7739,824,1,1,0,0
45,4,2014-09-04,5919,443,1,1,0,1
47,4,2014-09-04,8266,944,1,1,0,0
48,4,2014-09-04,3734,410,1,1,0,0
49,4,2014-09-04,7237,516,1,1,0,1
50,4,2014-09-04,4817,381,1,1,0,1
53,4,2014-09-04,5440,594,1,1,0,0
54,4,2014-09-04,7541,695,1,1,0,0
55,4,2014-09-04,5028,614,1,1,0,0
56,4,2014-09-04,8208,543,1,1,0,1
57,4,2014-09-04,9718,929,1,1,0,0
59,4,2014-09-04,6023,590,1,1,0,0
60,4,2014-09-04,7783,715,1,1,0,0
61,4,2014-09-04,4620,554,1,1,0,1
62,4,2014-09-04,6777,776,1,1,0,0
63,4,2014-09-04,7609,659,1,1,0,0
64,4,2014-09-04,11227,808,1,1,0,0
65,4,2014-09-04,6049,542,1,1,0,0
66,4,2014-09-04,5422,478,1,1,0,1
67,4,2014-09-04,7504,802,1,1,0,1
68,4,2014-09-04,7648,1204,1,1,0,0
69,4,2014-09-04,9652,1224,1,1,0,1
70,4,2014-09-04,6292,642,1,1,0,1
71,4,2014-09-04,10556,799,1,1,0,0
73,4,2014-09-04,4721,532,1,1,0,0
74,4,2014-09-04,6740,946,1,1,0,0
75,4,2014-09-04,5780,641,1,1,0,0
77,4,2014-09-04,8222,705,1,1,0,1
78,4,2014-09-04,3770,503,1,1,0,0
79,4,2014-09-04,5319,512,1,1,0,1
80,4,2014-09-04,7447,576,1,1,0,1
82,4,2014-09-04,10273,956,1,1,0,0
83,4,2014-09-04,3576,328,1,1,0,0
84,4,2014-09-04,13834,1466,1,1,0,0
85,4,2014-09-04,6490,950,1,1,0,0
86,4,2014-09-04,4546,593,1,1,0,0
87,4,2014-09-04,7627,820,1,1,0,0
88,4,2014-09-04,6913,713,1,1,0,0
90,4,2014-09-04,9278,1129,1,1,0,0
91,4,2014-09-04,6001,615,1,1,0,1
92,4,2014-09-04,6745,561,1,1,0,0
93,4,2014-09-04,6888,643,1,1,0,0
94,4,2014-09-04,7486,645,1,1,0,0
95,4,2014-09-04,7928,871,1,1,0,0
96,4,2014-09-04,5726,603,1,1,0,0
97,4,2014-09-04,7375,801,1,1,0,0
98,4,2014-09-04,5602,494,1,1,0,0
101,4,2014-09-04,7297,772,1,1,0,0
102,4,2014-09-04,8885,1171,1,1,0,0
103,4,2014-09-04,4482,435,1,1,0,0
104,4,2014-09-04,10120,1343,1,1,0,0
105,4,2014-09-04,4403,413,1,1,0,1
106,4,2014-09-04,8786,844,1,1,0,0
107,4,2014-09-04,6614,875,1,1,0,1
109,4,2014-09-04,6657,799,1,1,0,0
110,4,2014-09-04,5272,736,1,1,0,0
111,4,2014-09-04,6775,579,1,1,0,1
112,4,2014-09-04,5360,690,1,1,0,1
114,4,2014-09-04,5454,592,1,1,0,0
116,4,2014-09-04,7117,779,1,1,0,0
117,4,2014-09-04,3808,483,1,1,0,0
118,4,2014-09-04,8345,725,1,1,0,0
119,4,2014-09-04,6231,674,1,1,0,0
120,4,2014-09-04,7090,645,1,1,0,1
121,4,2014-09-04,4646,503,1,1,0,0
122,4,2014-09-04,6875,892,1,1,0,0
123,4,2014-09-04,0,0,0,1,0,0
124,4,2014-09-04,4372,507,1,1,0,0
125,4,2014-09-04,13005,1709,1,1,0,0
126,4,2014-09-04,6165,541,1,1,0,0
128,4,2014-09-04,7844,633,1,1,0,1
130,4,2014-09-04,4334,518,1,1,0,1
131,4,2014-09-04,4922,527,1,1,0,0
133,4,2014-09-04,7565,819,1,1,0,0
134,4,2014-09-04,4585,526,1,1,0,0
135,4,2014-09-04,5326,516,1,1,0,1
138,4,2014-09-04,9228,931,1,1,0,0
140,4,2014-09-04,8511,1020,1,1,0,1
141,4,2014-09-04,5575,639,1,1,0,1
142,4,2014-09-04,4761,564,1,1,0,0
143,4,2014-09-04,6705,626,1,1,0,1
146,4,2014-09-04,7545,676,1,1,0,0
147,4,2014-09-04,8760,877,1,1,0,0
148,4,2014-09-04,9083,864,1,1,0,0
150,4,2014-09-04,8753,896,1,1,0,0
151,4,2014-09-04,7038,700,1,1,0,0
152,4,2014-09-04,6337,678,1,1,0,0
153,4,2014-09-04,8604,696,1,1,0,0
154,4,2014-09-04,9834,828,1,1,0,1
156,4,2014-09-04,9072,926,1,1,0,0
157,4,2014-09-04,9516,995,1,1,0,0
158,4,2014-09-04,8051,507,1,1,0,1
160,4,2014-09-04,6077,589,1,1,0,1
161,4,2014-09-04,7378,828,1,1,0,0
162,4,2014-09-04,8002,561,1,1,0,1
163,4,2014-09-04,7318,846,1,1,0,0
166,4,2014-09-04,5951,860,1,1,0,0
167,4,2014-09-04,10840,1228,1,1,0,0
168,4,2014-09-04,7678,759,1,1,0,1
169,4,2014-09-04,5625,557,1,1,0,0
170,4,2014-09-04,5224,565,1,1,0,0
171,4,2014-09-04,8848,910,1,1,0,0
173,4,2014-09-04,9055,1059,1,1,0,0
175,4,2014-09-04,6392,754,1,1,0,0
176,4,2014-09-04,5845,674,1,1,0,0
177,4,2014-09-04,4487,503,1,1,0,0
178,4,2014-09-04,11124,997,1,1,0,0
179,4,2014-09-04,8070,1055,1,1,0,0
180,4,2014-09-04,7366,901,1,1,0,0
182,4,2014-09-04,6126,467,1,1,0,1
184,4,2014-09-04,6338,588,1,1,0,0
185,4,2014-09-04,7063,559,1,1,0,0
187,4,2014-09-04,6395,849,1,1,0,0
188,4,2014-09-04,5382,458,1,1,0,1
189,4,2014-09-04,9165,846,1,1,0,1
193,4,2014-09-04,5351,807,1,1,0,1
194,4,2014-09-04,5696,442,1,1,0,1
195,4,2014-09-04,11789,1344,1,1,0,0
196,4,2014-09-04,6011,732,1,1,0,0
197,4,2014-09-04,7287,830,1,1,0,0
198,4,2014-09-04,3492,399,1,1,0,0
199,4,2014-09-04,9846,717,1,1,0,1
200,4,2014-09-04,7487,941,1,1,0,0
201,4,2014-09-04,6443,511,1,1,0,0
202,4,2014-09-04,6538,523,1,1,0,1
203,4,2014-09-04,7130,903,1,1,0,0
205,4,2014-09-04,6808,858,1,1,0,0
206,4,2014-09-04,7712,932,1,1,0,0
207,4,2014-09-04,11234,1283,1,1,0,0
208,4,2014-09-04,2863,416,1,1,0,0
209,4,2014-09-04,6761,719,1,1,0,0
210,4,2014-09-04,3741,343,1,1,0,1
211,4,2014-09-04,13589,1531,1,1,0,0
212,4,2014-09-04,5252,537,1,1,0,0
213,4,2014-09-04,8327,654,1,1,0,0
214,4,2014-09-04,8919,689,1,1,0,0
216,4,2014-09-04,8024,959,1,1,0,0
217,4,2014-09-04,4871,645,1,1,0,0
219,4,2014-09-04,3323,441,1,1,0,0
220,4,2014-09-04,4765,626,1,1,0,0
221,4,2014-09-04,5998,585,1,1,0,0
222,4,2014-09-04,5312,594,1,1,0,0
223,4,2014-09-04,6365,661,1,1,0,0
224,4,2014-09-04,6493,469,1,1,0,1
225,4,2014-09-04,5747,625,1,1,0,0
226,4,2014-09-04,6338,664,1,1,0,1
227,4,2014-09-04,0,0,0,1,0,0
228,4,2014-09-04,7044,530,1,1,0,0
229,4,2014-09-04,10644,845,1,1,0,1
230,4,2014-09-04,7676,958,1,1,0,0
232,4,2014-09-04,4131,356,1,1,0,0
233,4,2014-09-04,9508,1023,1,1,0,1
234,4,2014-09-04,10160,1006,1,1,0,0
235,4,2014-09-04,6628,533,1,1,0,1
236,4,2014-09-04,7450,858,1,1,0,0
237,4,2014-09-04,4729,587,1,1,0,0
238,4,2014-09-04,7875,1185,1,1,0,0
239,4,2014-09-04,5272,512,1,1,0,0
240,4,2014-09-04,4337,446,1,1,0,0
241,4,2014-09-04,6380,692,1,1,0,0
242,4,2014-09-04,4245,376,1,1,0,1
244,4,2014-09-04,5209,531,1,1,0,0
245,4,2014-09-04,8860,995,1,1,0,1
246,4,2014-09-04,7140,950,1,1,0,0
247,4,2014-09-04,9058,715,1,1,0,1
248,4,2014-09-04,8177,1153,1,1,0,0
249,4,2014-09-04,5509,578,1,1,0,0
250,4,2014-09-04,8529,658,1,1,0,1
251,4,2014-09-04,20163,2604,1,1,0,0
252,4,2014-09-04,10612,776,1,1,0,0
253,4,2014-09-04,5146,677,1,1,0,0
254,4,2014-09-04,3012,263,1,1,0,1
255,4,2014-09-04,6188,610,1,1,0,0
256,4,2014-09-04,10466,1286,1,1,0,0
257,4,2014-09-04,5706,673,1,1,0,0
259,4,2014-09-04,11236,2303,1,1,0,1
260,4,2014-09-04,6269,893,1,1,0,0
261,4,2014-09-04,13386,1077,1,1,0,0
262,4,2014-09-04,19420,3288,1,1,0,0
264,4,2014-09-04,7147,879,1,1,0,0
265,4,2014-09-04,4940,498,1,1,0,1
266,4,2014-09-04,4156,528,1,1,0,0
267,4,2014-09-04,9338,1086,1,1,0,0
268,4,2014-09-04,5334,580,1,1,0,1
269,4,2014-09-04,8991,1254,1,1,0,0
270,4,2014-09-04,9550,1251,1,1,0,0
271,4,2014-09-04,8787,889,1,1,0,0
272,4,2014-09-04,7067,671,1,1,0,1
273,4,2014-09-04,7873,739,1,1,0,0
274,4,2014-09-04,3213,823,1,1,0,1
276,4,2014-09-04,4992,622,1,1,0,0
278,4,2014-09-04,8068,865,1,1,0,0
280,4,2014-09-04,6422,509,1,1,0,1
281,4,2014-09-04,6064,560,1,1,0,0
282,4,2014-09-04,5109,710,1,1,0,0
285,4,2014-09-04,4822,453,1,1,0,1
286,4,2014-09-04,5550,530,1,1,0,0
289,4,2014-09-04,5842,495,1,1,0,1
290,4,2014-09-04,7896,739,1,1,0,0
291,4,2014-09-04,8869,912,1,1,0,0
292,4,2014-09-04,6725,810,1,1,0,0
293,4,2014-09-04,6576,845,1,1,0,0
294,4,2014-09-04,5718,794,1,1,0,1
295,4,2014-09-04,6071,765,1,1,0,1
296,4,2014-09-04,7087,773,1,1,0,1
297,4,2014-09-04,6545,694,1,1,0,1
299,4,2014-09-04,7629,872,1,1,0,0
300,4,2014-09-04,7451,887,1,1,0,1
301,4,2014-09-04,6295,673,1,1,0,0
302,4,2014-09-04,4015,335,1,1,0,1
303,4,2014-09-04,6352,690,1,1,0,0
304,4,2014-09-04,7179,1082,1,1,0,1
305,4,2014-09-04,6366,560,1,1,0,1
307,4,2014-09-04,3090,378,1,1,0,0
308,4,2014-09-04,9646,919,1,1,0,0
309,4,2014-09-04,8025,637,1,1,0,0
310,4,2014-09-04,9795,808,1,1,0,0
311,4,2014-09-04,7161,743,1,1,0,1
312,4,2014-09-04,5707,585,1,1,0,1
313,4,2014-09-04,6972,725,1,1,0,0
314,4,2014-09-04,5297,600,1,1,0,0
315,4,2014-09-04,5021,498,1,1,0,0
316,4,2014-09-04,10312,918,1,1,0,0
318,4,2014-09-04,7795,663,1,1,0,0
319,4,2014-09-04,7654,888,1,1,0,0
320,4,2014-09-04,15156,2155,1,1,0,0
321,4,2014-09-04,5935,576,1,1,0,0
322,4,2014-09-04,6093,695,1,1,0,0
323,4,2014-09-04,7700,614,1,1,0,1
324,4,2014-09-04,6555,833,1,1,0,0
325,4,2014-09-04,9141,999,1,1,0,0
326,4,2014-09-04,4956,413,1,1,0,1
327,4,2014-09-04,8364,984,1,1,0,0
328,4,2014-09-04,4388,528,1,1,0,0
329,4,2014-09-04,6818,641,1,1,0,0
330,4,2014-09-04,3871,448,1,1,0,0
331,4,2014-09-04,5131,706,1,1,0,1
332,4,2014-09-04,4185,567,1,1,0,0
333,4,2014-09-04,11051,1440,1,1,0,0
334,4,2014-09-04,5088,563,1,1,0,0
335,4,2014-09-04,15837,2759,1,1,0,0
336,4,2014-09-04,13314,1894,1,1,0,1
337,4,2014-09-04,4287,356,1,1,0,1
338,4,2014-09-04,7391,648,1,1,0,1
339,4,2014-09-04,7130,871,1,1,0,1
340,4,2014-09-04,7116,805,1,1,0,0
341,4,2014-09-04,5484,777,1,1,0,0
343,4,2014-09-04,7596,722,1,1,0,0
344,4,2014-09-04,10131,1271,1,1,0,0
346,4,2014-09-04,7179,656,1,1,0,0
347,4,2014-09-04,4567,382,1,1,0,1
349,4,2014-09-04,8458,812,1,1,0,0
350,4,2014-09-04,7070,526,1,1,0,1
351,4,2014-09-04,6513,537,1,1,0,0
352,4,2014-09-04,6647,651,1,1,0,0
353,4,2014-09-04,5630,1388,1,1,0,1
354,4,2014-09-04,7900,673,1,1,0,0
355,4,2014-09-04,9650,1244,1,1,0,0
356,4,2014-09-04,5636,383,1,1,0,1
357,4,2014-09-04,15516,1369,1,1,0,0
358,4,2014-09-04,10236,1088,1,1,0,0
359,4,2014-09-04,8150,699,1,1,0,1
360,4,2014-09-04,8088,806,1,1,0,0
361,4,2014-09-04,7190,667,1,1,0,0
362,4,2014-09-04,9781,1169,1,1,0,1
363,4,2014-09-04,8502,1093,1,1,0,0
364,4,2014-09-04,5755,703,1,1,0,1
366,4,2014-09-04,7404,752,1,1,0,0
367,4,2014-09-04,5586,578,1,1,0,0
368,4,2014-09-04,9222,658,1,1,0,1
369,4,2014-09-04,6163,555,1,1,0,1
370,4,2014-09-04,8454,678,1,1,0,0
371,4,2014-09-04,6938,558,1,1,0,1
372,4,2014-09-04,8698,737,1,1,0,0
373,4,2014-09-04,4122,278,1,1,0,1
374,4,2014-09-04,7403,872,1,1,0,0
375,4,2014-09-04,9897,902,1,1,0,0
376,4,2014-09-04,9006,967,1,1,0,0
377,4,2014-09-04,8451,1087,1,1,0,0
378,4,2014-09-04,7520,1163,1,1,0,0
379,4,2014-09-04,4163,494,1,1,0,1
380,4,2014-09-04,14779,1430,1,1,0,0
381,4,2014-09-04,9479,1050,1,1,0,0
382,4,2014-09-04,8704,703,1,1,0,0
383,4,2014-09-04,18805,2253,1,1,0,1
384,4,2014-09-04,9326,1058,1,1,0,0
386,4,2014-09-04,7158,586,1,1,0,0
387,4,2014-09-04,10643,1285,1,1,0,0
388,4,2014-09-04,11290,1205,1,1,0,0
389,4,2014-09-04,11494,1365,1,1,0,0
390,4,2014-09-04,12138,1103,1,1,0,0
391,4,2014-09-04,6737,777,1,1,0,0
392,4,2014-09-04,7594,792,1,1,0,0
393,4,2014-09-04,5607,593,1,1,0,0
394,4,2014-09-04,8798,656,1,1,0,1
395,4,2014-09-04,3469,499,1,1,0,0
396,4,2014-09-04,12715,1418,1,1,0,0
397,4,2014-09-04,5469,743,1,1,0,0
398,4,2014-09-04,5668,630,1,1,0,0
400,4,2014-09-04,10257,1308,1,1,0,0
401,4,2014-09-04,7982,731,1,1,0,0
402,4,2014-09-04,6171,608,1,1,0,0
403,4,2014-09-04,7856,781,1,1,0,0
404,4,2014-09-04,5405,584,1,1,0,1
405,4,2014-09-04,4750,492,1,1,0,0
406,4,2014-09-04,6260,483,1,1,0,1
408,4,2014-09-04,4519,411,1,1,0,1
409,4,2014-09-04,6657,560,1,1,0,1
410,4,2014-09-04,6837,815,1,1,0,0
411,4,2014-09-04,10481,781,1,1,0,1
414,4,2014-09-04,6061,440,1,1,0,1
415,4,2014-09-04,6567,531,1,1,0,1
416,4,2014-09-04,12377,1577,1,1,0,0
417,4,2014-09-04,8023,837,1,1,0,0
418,4,2014-09-04,5797,606,1,1,0,0
419,4,2014-09-04,5554,869,1,1,0,0
421,4,2014-09-04,8140,842,1,1,0,0
422,4,2014-09-04,5498,545,1,1,0,0
423,4,2014-09-04,9835,1815,1,1,0,0
424,4,2014-09-04,6390,738,1,1,0,0
425,4,2014-09-04,3913,470,1,1,0,0
426,4,2014-09-04,5755,699,1,1,0,0
431,4,2014-09-04,9324,1051,1,1,0,0
432,4,2014-09-04,12070,1707,1,1,0,0
433,4,2014-09-04,6304,723,1,1,0,0
435,4,2014-09-04,3380,391,1,1,0,0
436,4,2014-09-04,5171,621,1,1,0,0
437,4,2014-09-04,5786,570,1,1,0,0
438,4,2014-09-04,6118,578,1,1,0,0
439,4,2014-09-04,7254,864,1,1,0,0
440,4,2014-09-04,4994,571,1,1,0,1
441,4,2014-09-04,6505,667,1,1,0,0
442,4,2014-09-04,4236,439,1,1,0,1
443,4,2014-09-04,5202,496,1,1,0,0
444,4,2014-09-04,9472,1104,1,1,0,0
445,4,2014-09-04,8191,1340,1,1,0,0
446,4,2014-09-04,5528,680,1,1,0,0
447,4,2014-09-04,5115,558,1,1,0,0
448,4,2014-09-04,8642,764,1,1,0,0
449,4,2014-09-04,11161,1515,1,1,0,1
450,4,2014-09-04,10014,1238,1,1,0,1
451,4,2014-09-04,5504,447,1,1,0,1
452,4,2014-09-04,5598,505,1,1,0,0
453,4,2014-09-04,9645,1160,1,1,0,0
454,4,2014-09-04,6437,760,1,1,0,0
455,4,2014-09-04,6993,440,1,1,0,1
456,4,2014-09-04,6500,959,1,1,0,0
458,4,2014-09-04,6454,601,1,1,0,1
459,4,2014-09-04,11014,1313,1,1,0,0
460,4,2014-09-04,3892,384,1,1,0,0
461,4,2014-09-04,4050,402,1,1,0,1
462,4,2014-09-04,5646,695,1,1,0,0
463,4,2014-09-04,6245,939,1,1,0,0
464,4,2014-09-04,10177,1185,1,1,0,0
465,4,2014-09-04,8186,630,1,1,0,1
466,4,2014-09-04,8153,778,1,1,0,0
467,4,2014-09-04,15187,1777,1,1,0,0
468,4,2014-09-04,5671,560,1,1,0,0
469,4,2014-09-04,10661,1351,1,1,0,0
470,4,2014-09-04,16954,2206,1,1,0,0
472,4,2014-09-04,4964,671,1,1,0,0
473,4,2014-09-04,4234,539,1,1,0,0
474,4,2014-09-04,8484,746,1,1,0,0
475,4,2014-09-04,5651,912,1,1,0,0
476,4,2014-09-04,6409,695,1,1,0,0
478,4,2014-09-04,6691,724,1,1,0,0
479,4,2014-09-04,12039,1428,1,1,0,0
480,4,2014-09-04,5085,625,1,1,0,0
481,4,2014-09-04,5192,464,1,1,0,1
482,4,2014-09-04,6922,815,1,1,0,0
483,4,2014-09-04,6516,828,1,1,0,0
484,4,2014-09-04,8808,818,1,1,0,0
486,4,2014-09-04,4947,604,1,1,0,0
487,4,2014-09-04,7450,663,1,1,0,0
488,4,2014-09-04,3742,399,1,1,0,0
489,4,2014-09-04,8845,818,1,1,0,0
491,4,2014-09-04,7141,542,1,1,0,1
493,4,2014-09-04,8103,786,1,1,0,0
494,4,2014-09-04,8361,1147,1,1,0,0
495,4,2014-09-04,5457,396,1,1,0,1
496,4,2014-09-04,7803,825,1,1,0,0
497,4,2014-09-04,9101,1118,1,1,0,1
499,4,2014-09-04,5372,711,1,1,0,1
502,4,2014-09-04,10227,1432,1,1,0,1
503,4,2014-09-04,7609,544,1,1,0,0
504,4,2014-09-04,6844,885,1,1,0,1
505,4,2014-09-04,4759,548,1,1,0,1
506,4,2014-09-04,8097,834,1,1,0,0
507,4,2014-09-04,7724,620,1,1,0,0
508,4,2014-09-04,7603,699,1,1,0,0
509,4,2014-09-04,5825,486,1,1,0,1
510,4,2014-09-04,8842,937,1,1,0,0
511,4,2014-09-04,5165,766,1,1,0,1
513,4,2014-09-04,18740,2142,1,1,0,0
515,4,2014-09-04,8949,701,1,1,0,0
516,4,2014-09-04,6993,834,1,1,0,0
517,4,2014-09-04,6568,734,1,1,0,1
519,4,2014-09-04,5388,534,1,1,0,0
520,4,2014-09-04,3941,419,1,1,0,0
521,4,2014-09-04,6104,492,1,1,0,1
523,4,2014-09-04,13055,1504,1,1,0,0
